L	a	b	R	G	B	Group
91.54467194	-0.513533425	0.367386242	229.9999904	231.0000154	229.9999976	1
91.57000695	-0.334976414	-0.117856465	229.9999905	231.0000154	230.9999976	1
91.57150005	1.566159723	-2.187372695	231.9999904	230.0000156	234.9999978	1
91.58317932	0.320276805	-4.825091114	226.9999913	231.0000148	239.999998	1
91.59490394	8.186603891	-3.612755054	243.9999889	226.0000175	237.9999978	1
91.5954751	-0.15570447	-0.602876786	229.9999905	231.0000154	231.9999977	1
91.71525013	4.46085992	5.981285163	244.999988	228.0000178	219.999997	1
91.87121117	1.20536673	-1.217161603	232.9999902	231.0000157	233.9999977	1
92.17125676	0.847988285	-0.247600595	233.9999901	232.0000158	232.9999976	1
92.17656864	1.263977258	-3.387536068	231.9999907	232.0000155	238.9999979	1
92.22468121	0.644490861	3.50838045	236.9999894	232.0000164	225.9999972	1
92.22499363	1.412516652	-2.786058078	232.9999905	232.0000156	237.9999978	1
92.26901008	-1.912217941	13.48959778	239.9999882	233.000017	206.9999962	1
92.62043971	-1.510618384	9.824160558	238.9999887	234.0000167	214.9999966	1
92.67421295	0.024184351	-1.085035306	232.9999905	234.0000155	235.9999977	1
92.69767587	-1.56175E-05	6.24699E-06	233.9999902	234.0000157	233.9999976	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
92.90038559	1.229172598	-2.298886444	234.9999904	234.0000158	238.9999978	1
93.04813707	-1.56678E-05	6.26713E-06	234.9999902	235.0000158	234.9999976	1
93.05033649	0.204223781	-1.567171924	233.9999905	235.0000156	237.9999977	1
93.05585701	3.584999499	-2.547461112	239.9999897	233.0000165	239.9999978	1
93.07256002	-0.018293712	1.085532243	235.99999	235.0000159	232.9999975	1
93.15598026	-0.219914271	-7.186667417	227.9999919	236.0000146	248.9999982	1
93.17109686	5.59725974	-1.812106273	244.999989	232.0000172	238.9999977	1
93.27664408	1.408990329	-2.779366246	235.9999904	235.0000158	240.9999978	1
93.3983169	-1.57181E-05	6.28726E-06	235.9999902	236.0000158	235.9999976	1
93.57309484	0.845257089	-0.24682064	237.9999899	236.0000161	236.9999976	1
93.60068832	1.227154662	-2.295221554	236.9999903	236.0000159	240.9999977	1
93.60068832	1.227154662	-2.295221554	236.9999903	236.0000159	240.9999977	1
93.74145751	5.293173785	-4.107239818	243.9999895	234.0000169	244.9999979	1
93.74821673	-1.57684E-05	6.30737E-06	236.9999901	237.0000159	236.9999975	1
93.80199741	0.565441598	-2.528471429	235.9999905	237.0000157	241.9999978	1
93.99847532	-0.510647504	0.365312592	236.9999902	238.0000159	236.9999975	1
94.0476472	-0.353132531	0.965242519	237.99999	238.000016	235.9999974	1
94.07788387	0.23558212	-2.64319176	235.9999906	238.0000156	242.9999978	1
94.0978379	-1.58187E-05	6.32746E-06	237.9999901	238.000016	237.9999975	1
94.3091659	-1.548682889	7.606090354	241.9999889	239.0000167	223.9999968	1
94.52336943	0.534390977	-1.445091399	238.9999902	239.000016	241.9999977	1
94.64905197	1.224164576	-2.28978922	239.9999902	239.0000161	243.9999977	1
94.82056601	-0.01827908	1.081211986	240.9999898	240.0000163	237.9999974	1
94.84687235	0.355286954	-0.962853078	239.9999901	240.0000161	241.9999976	1
95.14615236	-2.340719922	21.29012159	252.9999867	241.0000184	199.9999952	1
95.19562466	0.355002495	-0.96209846	240.9999901	241.0000161	242.9999976	1
95.27605927	-0.784539029	-1.906218713	237.9999906	242.0000156	244.9999977	1
95.42219604	-0.126712035	-1.674908534	239.9999903	242.0000159	244.9999977	1
95.4524852	0.271954679	-3.709937245	238.9999907	242.0000157	248.9999978	1
95.49356225	-1.60192E-05	6.40768E-06	241.9999899	242.0000162	241.9999975	1
95.54709331	0.562980506	-2.518577567	240.9999903	242.000016	246.9999977	1
95.54741453	2.240732542	-3.009883099	243.9999899	241.0000164	247.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.76932017	1.551048889	-2.166653373	243.9999899	242.0000164	246.9999977	1
95.84180975	-1.60692E-05	6.42769E-06	242.9999899	243.0000163	242.9999975	1
96.14146963	1.148508224	2.03322403	247.9999891	243.000017	239.9999973	1
96.16462362	-0.365820333	2.03932317	244.9999895	244.0000165	239.9999973	1
96.16462362	-0.365820333	2.03932317	244.9999895	244.0000165	239.9999973	1
96.39083756	1.219276421	-2.28090375	244.99999	244.0000164	248.9999977	1
96.53749337	-1.61692E-05	6.46767E-06	244.9999898	245.0000164	244.9999975	1
96.53749337	-1.61692E-05	6.46767E-06	244.9999898	245.0000164	244.9999975	1
96.53749337	-1.61692E-05	6.46767E-06	244.9999898	245.0000164	244.9999975	1
96.53749337	-1.61692E-05	6.46767E-06	244.9999898	245.0000164	244.9999975	1
96.58791433	0.353878138	-0.959115033	244.9999899	245.0000164	246.9999975	1
96.58791433	0.353878138	-0.959115033	244.9999899	245.0000164	246.9999975	1
97.25627543	-0.018256986	1.075332599	247.9999895	247.0000167	244.9999973	1
97.53346501	0.053096104	-2.145137542	245.9999901	248.0000163	251.9999976	1
97.63224935	0.560109205	-2.507004741	246.9999901	248.0000164	252.9999977	1
98.4238528	-0.810294588	-0.824246087	247.99999	251.0000164	251.9999975	1
98.49521536	1.187482499	-1.199258549	251.9999895	250.0000169	252.9999975	1
98.61814255	-1.64681E-05	6.58725E-06	250.9999896	251.0000168	250.9999974	1
